Sample	fIa	fIb	fIc	fIIa	fIIa'	fIIb	fIIb'	fIIc	fIIc'	fIIIa	fIIIa'	fIIIb	fIIIb'	fIIIc	fIIIc'
Wang_2018 FJS17	0.827901987	0.017634608	0.006629297	0.128657452	0.006149505	0.002165043	0.000501857	0.001160043	3.61E-05	0.007877991	0.000935943	5.60E-05	0.00013198	0.000130102	3.21E-05
Dearing Crampton-Flood 2020 IndiaG34	0.46	0.25	0.03	0.04	0.11	0.01	0.08	0	0.01	0	0.01	0	0	0	0
IMS5	0.131	0.014	0.002	0.417	0.059	0.008	0.023	0.001	0.001	0.305	0.03	0.003	0.005	0	0.001
Kirkels_2019 SP2-O	0.898989899	0.02020202	0.01010101	0.060606061	0.01010101	0	0	0	0	0	0	0	0	0	0
Wang_2020_38	0.769395179	0.092442738	0.013309524	0.044276211	0.059672497	0.003872984	0.00894046	0.000221314	0.000324678	0.001633612	0.005263635	0.000204682	0.000442485	0	0
PerezAngel_2020 Colombia-EC14 250026	0.624968153	0.033261164	0.006356942	0.272906162	0.023486061	0.007325879	0.001051683	0.00281379	0	0.011085179	0.006803279	0.002134032	0.001814871	0.005992806	0
GRU26b	0.937383599	0.003140327	0.000548392	0.046421348	0.011046735	0	0	0	0	0.000753026	0.000706573	0	0	0	0
De Jonge 2019 1D	0.19760479	0.073852295	0.013972056	0.172654691	0.175648703	0.122754491	0.03493014	0.012974052	0.002994012	0.094810379	0.080838323	0.008982036	0.007984032	0	0
Naafs_2017_Soils_USA-BF1	0.606575073	0.026485441	0.007018224	0.299110022	0.009190531	0.005497609	0.000935763	0.002673609	0	0.037346978	0.002598414	0.000852213	0.00083049	0.000442817	0.000442817
Wang_2020_95	0.250178231	0.043082332	0.006504316	0.223081219	0.282585673	0.019154695	0.033108107	0.001328313	0.001117397	0.064856438	0.071237177	0.001224374	0.002541728	0	0
SFS4B	0.755062559	0.045944708	0.055826406	0.053616358	0.027776131	0.011636878	0	0.01952122	0	0.009015553	0.006718228	0.004199586	0.003846581	0.005218108	0.001617684
Guo_2020 S2.4	0.295918367	0.091836735	0.040816327	0.244897959	0.132653061	0.051020408	0.040816327	0.010204082	0	0.06122449	0.030612245	0	0	0	0
Naafs_2017_peats 226 Peat near Neor Lake NA	0.186792349	0.074250251	0.011438351	0.368380338	0.089795946	0.030666203	0.02035524	0.007068847	0.001420803	0.159879197	0.043878441	0.00249268	0.002128629	0.000792962	0.000659762
Naafs_2017_peats 446 M4 NA	0.58842997	0.01102638	0.012048869	0.317851925	0	0.004877596	0	0.005619109	0	0.059193924	0	0.000952226	0	0	0
De_Jonge_2021 Ossekampen + NPK 19_3	0.3755	0.0423	0.0202	0.4124	0.0318	0.0171	0.0022	0.0034	0	0.0897	0.0054	0	0	0	0
GRU34e	0.964059592	0.002275233	0	0.025302074	0.006379296	0	0	0	0	0.001625612	0.000358192	0	0	0	0
PerezAngel_2020 Colombia-EC32 250038	0.610321121	0.022491287	0.005500948	0.308700778	0.037885657	0.002534977	0.001039512	0.000624964	0	0.009065314	0.001533347	6.66E-05	9.32E-05	0.000142244	0
"Naafs_2017_peats 353 Harz, Odersprung Bog 22.5-25"	0.592201513	0.012139756	0.006821131	0.324986492	0	0.009464962	0	0.004738973	0	0.049318429	0	0.000199641	0	0.000129104	0
Naafs_2017_peats 110 Nueva York 30-40cm	0.952660843	0.007476254	0.004115484	0.033504959	0	0.000503311	0	0.000366247	0	0.001372904	0	0	0	0	0
SFS1E	0.777539622	0.073082033	0.009178163	0.038625977	0.086801859	0.001102603	0.005172276	0	0	0.002720183	0.005777285	0	0	0	0
Dearing Crampton-Flood 2020 ChinaP801	0.04950495	0.03960396	0	0.03960396	0.267326733	0.04950495	0.118811881	0	0	0.089108911	0.346534653	0	0	0	0
Chen_2021 TW-14	0.068019514	0.032948508	0.012609783	0.017917538	0.299131239	0.016396942	0.070482186	0.005785958	0.007194169	0.059782953	0.370363163	0.011370528	0.02799752	0	0
Guo_2020 S1.4	0.323232323	0.080808081	0.03030303	0.282828283	0.121212121	0.050505051	0.02020202	0	0	0.060606061	0.03030303	0	0	0	0
Dearing Crampton-Flood 2020 China61	0.16	0.09	0.02	0.15	0.26	0.08	0.09	0	0	0.06	0.09	0	0	0	0
Vequaud_2021 49	0.093339362	0.161793854	0.02028525	0.175223503	0.084797381	0.07197098	0.196620217	0.010345528	0.042248321	0.043387822	0.051504225	0.007108234	0.022110341	0.003197156	0.016067826
Naafs_2017_peats 470 Fallahogy Bog 10	0.560312746	0.025420008	0.008106195	0.336695575	0	0.01083583	0	0.008391846	0	0.049655787	0	0.000292247	0	0.000289766	0
GRU46a	0.966204577	0.002175977	0.004897761	0.025441484	0	0	0	0	0	0.001280202	0	0	0	0	0
Naafs_2017_peats 209 Zalama ZAL 30	0.505402576	0.047485432	0.014131626	0.375476722	0	0.020107266	0	0.006074263	0	0.030968574	0	0.000195236	0.000158305	0	0
Naafs_2017_peats 418 001A NA	0.437490956	0.033551386	0.012772635	0.330238048	0.065822202	0.017013707	0.005204454	0.005575367	0	0.075018136	0.016819401	0.000493709	0	0	0
GRU2c	0.864468643	0.011426387	0.005820346	0.073784064	0.039280829	0	0	0	0	0.002532917	0.002686815	0	0	0	0
SFS3E	0.905488455	0.021779619	0	0.030618963	0.029574298	0	0	0	0	0.009658404	0.002880262	0	0	0	0
GRU19e	0.878491604	0.00488846	0.00232116	0.072359364	0.037183664	0	0	0	0	0.003368194	0.001387554	0	0	0	0
Dugerdil_2021 MMNT4S01	0.17713614	0.005083166	0.004869068	0.056372372	0.468906044	0.009060937	0.005224391	0.002122167	0.027501794	0.029900791	0.130197298	0.005611928	0.015537353	0.061480357	0.000996195
Naafs_2017_Soils_Colombia-9	0.971973489	0.007806401	0.006811468	0.012245335	0.000891613	0	0	0.000271693	0	0	0	0	0	0	0
Naafs_2017_Soils_USA-CO2	0.312723119	0.023846923	0	0.332714551	0.161359417	0	0	0	0	0.131372269	0.037983721	0	0	0	0
PerezAngel_2020 Colombia-EC27 250036	0.268250944	0.372282961	0.080295399	0.080959422	0.066065777	0.037277225	0.064630392	0.005148398	0.006346112	0.0090875	0.003711601	0.002815289	0.002542529	0.000300881	0.00028557
Wang_2019 4	0.663672655	0.031936128	0.011976048	0.226546906	0.020958084	0.006986028	0.002994012	0.003992016	0	0.02994012	0.000998004	0	0	0	0
Naafs_2017_peats 186 Sebangau/Saganbau 95-100cm	0.954149467	0.012650512	0.018347167	0.014310646	0	0.000266033	0	0.000276175	0	0	0	0	0	0	0
Naafs_2017_peats 406 004D NA	0.378582946	0.031389289	0.01534033	0.496043323	0	0.015778833	0	0.003711998	0	0.058804143	0	0.000349139	0	0	0
Naafs_2017_peats 412 001A NA	0.447346626	0.039981108	0.017113944	0.388596797	0	0.019560172	0.006253651	0.006323294	0	0.064546403	0.009544469	0.000733536	0	0	0
Naafs_2017_peats 212 Chao de Veiga Mol CVM 20	0.517138842	0.02572569	0.014343804	0.367370908	0	0.015563443	0	0.009556399	0	0.049328269	0	0.000339389	0.00034968	0.000283577	0
Weber_2018_198	0.346334194	0.07329245	0.016168285	0.269630015	0.073708063	0.05527274	0.052816243	0.005066532	0.004717406	0.051744744	0.039073666	0.002323842	0.007755074	0.000696984	0.001399762
Naafs_2017_peats 227 Peat near Neor Lake NA	0.187679329	0.098729831	0.016773613	0.341387172	0.080168939	0.048168502	0.019649597	0.006110358	0.002733622	0.148590979	0.043992247	0.00285713	0.002233517	0.000447989	0.000477176
Kusch_2019_permafrost AG-0104	0.283460248	0.007040101	0	0.394952779	0.0696573	0.001311569	0.000635488	0	0	0.221079322	0.021863193	0	0	0	0
Guo_2020 S6.6	0.295918367	0.112244898	0.030612245	0.316326531	0.081632653	0.040816327	0.010204082	0.010204082	0	0.081632653	0.020408163	0	0	0	0
Naafs_2017_Soils_Nigeria-15	0.975198463	0.004910227	0.008548881	0.008930353	0.00063383	0	0	0	0	0	0	0	0	0.000889123	0.000889123
Naafs_2017_peats 96 Mira Flores NA	0.942790072	0.014967816	0.007566191	0.032120586	0	0.001184656	0	0.000319211	0	0.001051467	0	0	0	0	0
Naafs_2017_peats 68 Ballyduff Bog 18	0.524130286	0.047189339	0.007566592	0.336485323	0	0.011514004	0	0.007742127	0	0.06537233	0	0	0	0	0
Wang_2020_82	0.125749011	0.045090505	0.007607425	0.033017499	0.471489449	0.021089615	0.056347026	0.001726556	0.004199749	0.018075263	0.201856488	0.003152694	0.01059872	0	0
PerezAngel_2020 Colombia-EC17 250032	0.545045145	0.265146257	0.042128525	0.02687703	0.077703985	0.008619999	0.0262791	0.000695973	0.002613838	0.001273543	0.003050565	0.000122475	0.000443566	0	0
Naafs_2017_Soils_France-TESO22B	0.197213043	0.079606728	0.013660611	0.147428775	0.211883769	0.039202105	0.058442402	0.004665772	0.003391102	0.069746076	0.160415975	0.0096923	0.001043786	0.001803778	0.001803778
T1S1	0.919778234	0.020827897	0.005095873	0.046118367	0.004271175	0	0	0	0	0.002747379	0.001161075	0	0	0	0
Guo_2020 S7.4	0.242424242	0.101010101	0.04040404	0.202020202	0.141414141	0.070707071	0.070707071	0.01010101	0	0.060606061	0.050505051	0	0.01010101	0	0
Naafs_2017_Soils_China-MG2764	0.402050982	0.031485291	0.01065174	0.376988064	0.046679685	0.013053603	0.00333128	0.007153375	0	0.096596665	0.012009315	0	0	0	0
Dearing Crampton-Flood 2020 IndiaG22	0.757575758	0.111111111	0.03030303	0.04040404	0.03030303	0.01010101	0.01010101	0.01010101	0	0	0	0	0	0	0
Chen_2021 TW-25	0.047700041	0.015866166	0	0.054063431	0.318795695	0.013682981	0.052565665	0	0	0.137879096	0.359446927	0	0	0	0
Kirkels_2019 TP3-M	0.95959596	0.01010101	0.01010101	0.02020202	0	0	0	0	0	0	0	0	0	0	0
IMS7	0.170829171	0.01998002	0.003996004	0.11988012	0.465534466	0.006993007	0.020979021	0.000999001	0.000999001	0.041958042	0.13986014	0.000999001	0.002997003	0.000999001	0.002997003
Kusch_2019_permafrost SA-C	0.107065735	0.009134077	0.000315762	0.300636378	0.129884013	0.008687235	0.008262412	0.000346634	0	0.308163312	0.122019684	0.001399935	0.002067843	0.000499727	0.001517253
Wang_2020_96	0.265192872	0.038104806	0.004839146	0.228763342	0.283791721	0.017100821	0.029484997	0.001079924	0.001161687	0.058814617	0.067780201	0.001309631	0.002576237	0	0
Dearing Crampton-Flood 2020 IndiaG15	0.59	0.15	0.03	0.05	0.11	0.01	0.04	0	0	0.01	0.01	0	0	0	0
Dearing Crampton-Flood 2020 IndiaX41	0.86	0.06	0.01	0.02	0.04	0	0.01	0	0	0	0	0	0	0	0
Guo_2020 S12.4	0.303030303	0.04040404	0.01010101	0.393939394	0.080808081	0.03030303	0.01010101	0	0	0.111111111	0.02020202	0	0	0	0
Naafs_2017_Soils_Italy-1	0.439773931	0.056870364	0.00847757	0.170140115	0.210761804	0.014659131	0.015895443	0	0	0.042093489	0.041328153	0	0	0	0
Chen_2021 TE2-3	0.062328396	0.072856254	0.004177944	0.102331446	0.278603286	0.086098327	0.1066998	0.002172496	0.006488154	0.091047746	0.162066127	0.006675401	0.018454623	0	0
Guo_2020 S2.2	0.204081633	0.112244898	0.040816327	0.173469388	0.163265306	0.071428571	0.081632653	0.010204082	0	0.071428571	0.06122449	0	0.010204082	0	0
Naafs_2017_peats 38 Poiana Siol Cat	0.587257701	0.010827473	0.006608095	0.336610644	0	0.007972864	0	0.004818386	0	0.045904837	0	0	0	0	0
Naafs_2017_Soils_USA-HF2	0.666568665	0.010444893	0.003838721	0.282696532	0.005653931	0.003927994	0	0.002210984	0	0.021484936	0.002303233	0	0.00041363	0.00022824	0.00022824
Naafs_2017_Soils_USA-SP2	0.35111618	0.016737418	0.004952586	0.416059473	0.049261864	0.00823671	0.000686393	0.004456272	0	0.137278506	0.007867114	0.001668462	0.001679022	0	0
GRU58a	0.909626059	0.007801035	0	0.062576329	0.012252657	0	0	0	0	0.00582463	0.00191929	0	0	0	0
Dearing Crampton-Flood 2020 IndiaX44	0.414141414	0.212121212	0.02020202	0.04040404	0.171717172	0.01010101	0.080808081	0	0.01010101	0.01010101	0.03030303	0	0	0	0
Dugerdil_2021 MMNT2M03	0.196626125	0.109492763	0.018119263	0.232860567	0.165674735	0.054742317	0.06230023	0.006391648	0.003486144	0.070789183	0.050485252	0.002385468	0.00460902	0.020833159	0.001204128
GRU13 0-5	0.892546952	0.002690546	0	0.064207201	0.035626635	0	0	0	0	0.003599558	0.001329108	0	0	0	0
Naafs_2017_peats 198 New York Peat (Fort Drum) NA	0.174520931	0.134448124	0.042624301	0.187440533	0.117748128	0.084679174	0.045562005	0.014108424	0.009057748	0.099082462	0.069334561	0.006638462	0.008360278	0.001730143	0.004664725
Guo_2021 DS91_soil	0.088122605	0.007662835	0	0	0.528735632	0.007662835	0.034482759	0	0	0.011494253	0.32183908	0	0	0	0
Weber_2018_197	0.422262988	0.030742743	0.003221042	0.374739172	0.02685503	0.00803621	0.001041079	0.002698843	0.000241725	0.123628109	0.004456497	0.000912338	0.00040485	0.000759374	0
Chen_2021 TE2-2	0.158883255	0.079158347	0.005365679	0.259070819	0.196912281	0.055895148	0.041671346	0.002732855	0.001659617	0.115386031	0.074544622	0.003445946	0.004375228	0.000898827	0
Naafs_2017_Soils_South Africa-3	0.842663108	0.026302779	0.024062172	0.088650107	0.014101212	0	0	0	0	0.003117366	0.001103255	0	0	0	0
Naafs_2017_peats 90 Butterburn Flow 32	0.518898017	0.021044343	0.013980247	0.366466693	0	0.010237702	0	0.00650845	0	0.060308343	0	0.001371015	0.001185191	0	0
Wang_2018 FJS26	0.493944626	0.057501955	0.023876783	0.24896805	0.056974173	0.014099182	0.015150851	0.008094931	0.001276609	0.037963306	0.019115059	0.004450118	0.004874681	0.011099004	0.002610671
Naafs_2017_peats 135 Roca Fuerte NA	0.917618722	0.015020982	0.013994839	0.04941735	0	0.000663651	0	0.0004165	0	0.002867956	0	0	0	0	0
Naafs_2017_peats 468 Fallahogy Bog 0	0.763301245	0.00635943	0.003857259	0.195033874	0	0.00732937	0	0.006562563	0	0.016702468	0	0.000287758	0	0.000566033	0
De Jonge 2019 2A	0.415169661	0.018962076	0.010978044	0.289421158	0.122754491	0.010978044	0.005988024	0.00499002	0	0.101796407	0.018962076	0	0	0	0
Kusch_2019_permafrost BK-8	0.312157236	0.001426692	0.000637474	0.431266683	0.00349913	0.004120944	0.000960883	0.003784588	6.64E-05	0.237186871	0.004612991	7.33E-05	7.47E-05	7.17E-05	6.05E-05
Naafs_2017_peats 46 Tibetean Plateau NA	0.249375482	0.032410467	0.003873363	0.441738562	0.059662754	0.016276008	0.006457579	0.001753733	0	0.160073783	0.027188738	0.000698114	0.000491418	0	0
Naafs_2017_peats 275 Brendan State Forest McDon 10-20B	0.63374323	0.035187533	0.028421668	0.25995148	0	0.011030992	0	0.006778445	0	0.024171162	0	0.000167775	0.000370236	0.000177477	0
Guo_2021 DS71_soil	0.188255613	0.046632124	0.006908463	0	0.519861831	0.015544041	0.053540587	0	0	0.006908463	0.162348877	0	0	0	0
GRU3a	0.806027606	0.011552515	0.009768197	0.125352723	0.047298959	0	0	0	0	0	0	0	0	0	0
Naafs_2017_peats 256 Igarka Site 1+2 <58	0.263155307	0.038113145	0.005961124	0.301354201	0.154441674	0.012285332	0.021044056	0.002275714	0.000558553	0.136543046	0.059599022	0.001414339	0.002478385	0.000422966	0.000353135
Naafs_2017_Soils_USA-CF1	0.556598073	0.045395271	0.011609046	0.30070753	0.015324518	0.008789912	0.001575823	0.006679177	0	0.047852977	0.003064904	0.00075466	0.001648109	0	0
Weber_2018_192	0.378961116	0.001887701	0.022745009	0.229659966	0.128294733	0.060439462	0.058249289	0.005237743	0.00469778	0.049413691	0.04920685	0.002630672	0.006512235	0.000864551	0.001199203
Naafs_2017_peats 147 Maquía 30-40cm	0.936635836	0.022832292	0.001216252	0.014510407	0.021680101	0.001771983	0	0.001353129	0	0	0	0	0	0	0
Naafs_2017_Soils_Spain-7	0.383641934	0	0	0.341015053	0.166511256	0	0	0	0	0.064073531	0.022512322	0.022245904	0	0	0
Vequaud_2021 27	0.206207723	0.076965753	0.025978963	0.314127063	0.168453495	0.047479874	0.037128558	0.00270658	0.001477807	0.09325429	0.022854107	0.001575301	0.001790485	0	0
Naafs_2017_peats 79 Kontolanrahka 2	0.566315588	0.022322451	0	0.380947621	0	0	0	0	0	0.03041434	0	0	0	0	0
Wang_2020_126	0.107994089	0.022487677	0.003241853	0.003729146	0.502182667	0.011812347	0.043712001	0	0	0.011970266	0.292869954	0	0	0	0
Li_2018 CB1-1	0.32	0.05	0.01	0.3	0.15	0.02	0.02	0	0	0.09	0.04	0	0	0	0
Naafs_2017_peats 267 Harberton 19.7	0.523402427	0.066408432	0.006263135	0.343698295	0	0.006856092	0	0.003042806	0	0.050328812	0	0	0	0	0
Naafs_2017_Soils_Italy-14	0.439244807	0.034957442	0.004098217	0.210865529	0.199656731	0.008616764	0.013240394	0	0	0.05163053	0.037689586	0	0	0	0
GRU8e	0.960003069	0.004318467	0.003824589	0.017258346	0.012742548	0	0	0	0	0.000997234	0.000855747	0	0	0	0
Naafs_2017_Soils_USA-CF2	0.670399942	0.019524534	0.012319463	0.255719565	0.005408123	0.006755834	0.00023153	0.004129525	0	0.020734019	0.002833649	0.001180111	0.000763703	0	0
Naafs_2017_peats 152 TACSHACOCHA 30-40cm	0.904838927	0.030489984	0.012709721	0.049636202	0	0.001773611	0	0.000551555	0	0	0	0	0	0	0
Naafs_2017_Soils_France-TESO43	0.19553193	0.06396214	0.0079207	0.19884603	0.20050308	0.053025608	0.06329932	0.003546088	0.003032402	0.094451864	0.102405706	0.009511468	0.00132564	0.001319012	0.001319012
Naafs_2017_Soils_Galapagos	0.901264755	0.008972857	0.01418547	0.064063411	0.008117351	0.000712258	0.000358118	0	0	0.001358861	0.00096692	0	0	0	0
Naafs_2017_peats 449 M1 NA	0.402321972	0.028930795	0.004837884	0.328081836	0.080925823	0.018489333	0.007111314	0.006150353	0.002197375	0.120953316	0	0	0	0	0
Naafs_2017_peats 117 SAN JORGE 70-80cm	0.959566483	0.01080037	0.008316947	0.019400938	0	0.000246837	0	0.000155409	0	0.001513016	0	0	0	0	0
Naafs_2017_Soils_Norway-3	0.533431921	0.030632724	0.00649625	0.359142284	0	0.007552551	0	0.004647724	0	0.058096546	0	0	0	0	0
PerezAngel_2020 Colombia-EC23 250034	0.499094693	0.254184958	0.06709778	0.059521583	0.044131566	0.033989505	0.025164574	0.002603168	0.002009353	0.005362221	0.004204763	0.001465188	0.000943213	0.000103516	0.000123919
Naafs_2017_peats 465 009I NA	0.434036691	0.056569341	0.016266728	0.395649559	0	0.038888039	0	0.006774136	0	0.051086	0	0.000586264	0	0.000143241	0
Wang_2020_24	0.906902545	0.008557791	0.000718536	0.068004771	0.008607833	0.000839599	0.000335718	0.000313015	3.89E-05	0.005083888	0.000597407	0	0	0	0
GRU19c	0.863581044	0.004137856	0	0.072060948	0.054778377	0	0	0	0	0.004330114	0.001111662	0	0	0	0
Naafs_2017_Soils_China-MG1740	0.334973031	0.136626795	0.022102945	0.102865734	0.171179131	0.054334208	0.079655004	0.003428858	0.006040065	0.026639587	0.048267767	0.009521674	0.001954449	0.001205375	0.001205375
Wang_2020_10	0.649355739	0.081070432	0.011263291	0.135253612	0.059574317	0.0107465	0.022105756	0.000538063	0.001695736	0.013123737	0.012171137	0.000545172	0.00179884	0.000141257	0.00061641
PerezAngel_2020 Colombia-EC24 250034	0.467225085	0.236491289	0.056900896	0.091790044	0.077046221	0.028127026	0.023627576	0.00259458	0.002298629	0.004749878	0.007079076	0.001226015	0.000651584	7.70E-05	0.000115096
Wang_2020_123	0.084087213	0.010035919	0.003748899	0.017110208	0.40906226	0.025771922	0.00742282	0.012377809	0.001366005	0.024540643	0.388190266	0.009450739	0.006835297	0	0
Wang_2020_33	0.914697131	0.004105814	0.003525779	0.033593128	0.036201908	0.001186072	0.000255481	0.001198153	0.000146092	0.001712332	0.003378111	0	0	0	0
Wang_2021 Mt. Laji Site 8	0.08	0.06	0.01	0.08	0.23	0.08	0.11	0	0	0.1	0.22	0.01	0.02	0	0
Dearing Crampton-Flood 2020 Russia - Lena Delta	0.23	0	0	0.35	0.07	0	0	0	0	0.31	0.04	0	0	0	0
Naafs_2017_peats 197 Tamiami Sawgrass Peat NA	0.413180604	0.216131538	0.055019112	0.140307831	0.059189681	0.053868474	0.021347085	0.006533562	0.004050657	0.014042678	0.011477087	0.001963331	0.00288836	0	0
GRU5d	0.372924164	0.193398642	0.041148988	0.0499896	0.166104609	0.017106222	0.093663005	0.001914118	0.003073791	0.009337045	0.041492693	0.002646725	0.007200396	0	0
Naafs_2017_Soils_Gabon-4	0.92877588	0.030136504	0.006689784	0.019809555	0.010651695	0	0.000772897	0	0	0.000513749	0.000753413	0	0	0.000948261	0.000948261
Naafs_2017_peats 268 Harberton 34.200000000000003	0.522972336	0.022652314	0.003375705	0.366635497	0	0.007862345	0	0.003734707	0	0.072767096	0	0	0	0	0
Wang_2020_85	0.194149321	0.044674308	0.005811272	0.08206614	0.432136967	0.022267068	0.036834546	0.000767928	0.002590715	0.033646699	0.139113578	0.001853851	0.004087605	0	0
Pei_2019 Soil-6	0.848484848	0.01010101	0	0.101010101	0.03030303	0	0	0	0	0.01010101	0	0	0	0	0
GRU5e	0.270461503	0.241628702	0.049865465	0.031714163	0.184752409	0.048896076	0.084083147	0.004765292	0.008215245	0.012290557	0.042499854	0.005397198	0.01288248	0.00113601	0.001411899
Naafs_2017_peats 67 Ballyduff Bog 10	0.539519776	0.037472155	0.012321237	0.339156765	0	0.011714797	0	0.007669972	0	0.052145298	0	0	0	0	0
SX22 0-21	0.888812244	0.019202631	0.008869979	0.046019028	0.029959982	0.000748466	0.001928711	0	0	0.002077477	0.002381483	0	0	0	0
Naafs_2017_Soils_France-15	0.442277503	0.0203025	0.006105845	0.377369883	0.040755947	0.008075715	0.003177454	0.00185666	0	0.091323512	0.008754981	0	0	0	0
Wang_2019 35	0.946946947	0.004004004	0.007007007	0.032032032	0.009009009	0	0	0	0	0.001001001	0	0	0	0	0
Wang_2020_122	0.092867298	0.012438241	0.005955299	0.002023669	0.418630867	0.034191568	0.005481288	0.014275931	0.001003889	0.036521891	0.361460349	0.010022005	0.005127705	0	0
Wang_2019 42	0.829170829	0.015984016	0.007992008	0.12987013	0.005994006	0.001998002	0	0.000999001	0	0.006993007	0.000999001	0	0	0	0
Guo_2020 S9.6	0.41	0.03	0.02	0.38	0.07	0.01	0	0	0	0.07	0.01	0	0	0	0
Wang_2021 Mt. Laji Site 15	0.13	0.09	0.02	0.18	0.18	0.1	0.08	0.01	0	0.09	0.11	0	0.01	0	0
Naafs_2017_peats 378 Radisson NA	0.346300698	0.006964208	0.002700418	0.464836203	0	0.007440159	0	0.005790287	0	0.165968027	0	0	0	0	0
Naafs_2017_Soils_China-MG2160	0.216603617	0.113431894	0.026600444	0.135662266	0.203303395	0.056620946	0.076001269	0.010393174	0.00539609	0.048070803	0.086641447	0.01018417	0.001324322	0.004883082	0.004883082
Naafs_2017_peats 434 M2 NA	0.593432031	0.033405735	0.009703977	0.301088503	0	0.009783706	0	0.006294111	0	0.042252044	0.004039894	0	0	0	0
GRU47b	0.957155419	0.002387484	0.004373817	0.016865905	0.015887675	0	0	0	0	0.002369232	0.000960468	0	0	0	0
Naafs_2017_peats 308 Pinet Fosse Pinet top layer	0.602743552	0.015799709	0.004422276	0.338950278	0	0.005639597	0	0.002381627	0	0.030062961	0	0	0	0	0
Naafs_2017_Soils_Sweden-4	0.159389155	0.077489589	0.011150941	0.094499499	0.253258658	0.068039639	0.105839439	0.002463287	0.006866964	0.062999666	0.139859259	0.01316693	0	0.002488487	0.002488487
